Program,UW Course Code,UW Course,Foreign Course,Host University,Year Taken,
Environmental Engineering,GENE 21I,GENE 21I - technical elective,MINE4000 - Mine Waste Management,University of Queensland ,2017,
Environmental Engineering,GENE 21I,GENE 21I - technical elective,TMR4137 - Sustainable Utilization of Marine Resources,Norwegian University of Science and Technology ,2016,
Environmental Engineering,GENE 21I,GENE 21I - technical elective,TMR4137 - Sustainable Utilization of Marine Resources,Norwegian University of Science of Technology ,2016,
Environmental Engineering,GENE 21I,GENE 21I - technical elective (list B),EVSE680F - Hydroclimatology,Pohang University of Science and Technology ,2022,
Environmental Engineering,GENE 21I,GENE 21I - technical elective (list B),EVSE550 - Environmental Engineering Laboratory,Pohang University of Science and Technology ,2022,
Environmental Engineering,GENE 21I,GENE 21I - technical elective (list B),EVSE681 - Environmental Renewable Energy,Pohang University of Science and Technology ,2022,
Environmental Engineering,GENE 22C,GENE 22C - complimentary studies elective (list C),BU8641 - Cultural Intelligence: How to be an Explorer of the World,Nanyang Technological University ,2019,
Environmental Engineering,GENE 22C,GENE 22C - complimentary studies elective (list C),BC0001 - Sustainability: Seeing Through the Haze,Nanyang Technological University ,2019,
Environmental Engineering,GENE 22C,GENE 22C - complementary studies elective (list C),SC2215 - Sociology of Food,National University of Singapore ,2019,
Environmental Engineering,GENE 22C,GENE 22C - complimentary studies elective (list C),ANTH0002 - Introduction to Material and Visual Culture A,University College London ,2019,
Environmental Engineering,GENE 22C,GENE 22C - complimentary studies elective (list C),ARCL0084 - Ancient Egypt in London,University College London ,2019,
Environmental Engineering,GENE 22C,GENE 22C - complimentary studies elective (list C),SOCS0037 - London Lab,University College London ,2019,
Environmental Engineering,GENE 22C,GENE 22C - complimentary studies elective (list C),ANTH0004 - Introductory Social Anthropology,University College London ,2019,
Environmental Engineering,GENE 22D,GENE 22D - complimentary studies elective (list D),LA9001 - Arabic Language 1,Nanyang Technological University ,2018,
Environmental Engineering,GENE 22D,GENE 22D - complementary studies elective (list D),BT1101 - Introduction to Business Analytics,National University of Singapore ,2019,
Environmental Engineering,ME 566,ME 566 - Computational Fluid Dynamics,MEC320 - Computational Fluid Dynamics,University of Sheffield ,2017,
Management Engineering,CS 450,CS 450 - Computer Architecture,CS208 - Computer Architecture,Ecole Polytechnique Fédérale de Lausanne ,2019,
Management Engineering,CS 458,CS 458 - Computer Security and Privacy,COM402 - Information Security and Privacy,Ecole Polytechnique Fédérale de Lausanne ,2019,
Management Engineering,GENE 21U,GENE 21U - technical elective,521156S - Towards Data Mining,University of Oulu,2019,
Management Engineering,GENE 21U,GENE 21U - technical elective,42402 - Sustainable Operations and Supply Chain Management,Technical University of Denmark ,2022,
Management Engineering,GENE 21U,GENE 21U - technical elective,42402 - Sustainable Operations and Supply Chain Management,Technical University of Denmark ,2022,
Management Engineering,GENE 21U,GENE 21U - technical elective,42402 - Sustainable Operations and Supply Chain Management,Technical University of Denmark ,2022,
Management Engineering,GENE 21U,GENE 21U - technical elective,02269 - Process Mining,Technical University of Denmark ,2022,
Management Engineering,GENE 21U,GENE 21U - technical elective,42402 - Sustainable Operations and Supply Chain Management,Technical University of Denmark ,2022,
Management Engineering,GENE 21U,GENE 21U - technical elective,42382 - Industry 4.0 in Operations Management,Technical University of Denmark ,2022,
Management Engineering,GENE 21U,GENE 21U - technical elective,02239 - Data Security,Technical University of Denmark ,2022,
Management Engineering,GENE 21U,GENE 21U - technical elective,521156S - Towards Data Mining,University of Oulu,2019,
Management Engineering,MSCI 332,MSCI 332 - Deterministic Optimization Models,031025A - Introduction to Optimization,University of Oulu,2019,
Management Engineering,MSCI 332,MSCI 332 - Deterministic Optimization Models and Methods,42111 - Static and Dynamic Optimization,Technical University of Denmark ,2022,
Management Engineering,MSCI 332,MSCI 332 - Deterministic Models and Methods,42111 - Static and Dynamic Optimization,Technical University of Denmark ,2022,
Management Engineering,MSCI 332,MSCI 332 - Deterministic Models and Methods,42111 - Static and Dynamic Optimization,Technical University of Denmark ,2022,
Management Engineering,MSCI 332,MSCI 332 - Deterministic Models and Methods,42111 - Static and Dynamic Optimization,Technical University of Denmark ,2022,
Management Engineering,MSCI 332,MSCI 332 - Deterministic Models and Methods,42111 - Static and Dynamic Optimization,Technical University of Denmark ,2022,
Management Engineering,MSCI 332,MSCI 332 - Deterministic Optimization Models,031025A - Introduction to Optimization,University of Oulu,2019,
Management Engineering,MSCI 332,MSCI 332 - Deterministic Optimizatin Models and Methods,HEC 1 - credit obtained at UNIL Faculty of Business and Economics,Ecole Polytechnique Fédérale de Lausanne ,2018,
Management Engineering,MSCI 333,MSCI 333 - Simulation Analysis and Design,477523S - Simulation,University of Oulu,2019,
Management Engineering,MSCI 333,MSCI 333 - Simulation Analysis and Design,477523S - Simulation,University of Oulu,2019,
Management Engineering,MSCI 334,MSCI 334 - Operations Planning and Inventory,ME219 - Production Management,Ecole Polytechnique Fédérale de Lausanne ,2019,
Management Engineering,MSCI 334,MSCI 334 - Operations Planning and Inventory,ME219 - Production Management,Ecole Polytechnique Fédérale de Lausanne ,2019,
Management Engineering,MSCI 342,MSCI 342 - Principles of Software Engineering,815662A - Software Engineering Management  Measurement and Improvement,University of Oulu,2019,
Management Engineering,MSCI 342,MSCI 342 - Principles of Software Engineering,815662A - Software Engineering Management  Measurement and Improvement,University of Oulu,2019,
Management Engineering,MSCI 342,MSCI 342 - Principles of Software Engineering,CS 305 - Software Engineering,Ecole Polytechnique Fédérale de Lausanne ,2018,
Management Engineering,MSCI 343,MSCI 343 - Human Computer Interaction,521145A - Human Computer Interaction,University of Oulu,2019,
Management Engineering,MSCI 343,MSCI 343 - Human-Computer Interaction,02809 - UX Design Prototyping,Technical University of Denmark ,2022,
Management Engineering,MSCI 343,MSCI 343 - Human-Computer Interaction,02809 - UX Design Prototyping,Technical University of Denmark ,2022,
Management Engineering,MSCI 343,MSCI 343 - Human-Computer Interaction,02809 - UX Design Prototyping,Technical University of Denmark ,2022,
Management Engineering,MSCI 343,MSCI 343 - Human-Computer Interaction,02809 - UX Design Prototyping,Technical University of Denmark ,2022,
Management Engineering,MSCI 343,MSCI 343 - Human-Computer Interaction,02809 - UX Design Prototyping,Technical University of Denmark ,2022,
Management Engineering,MSCI 343,MSCI 343 - Human Computer Interaction,521145A - Human Computer Interaction,University of Oulu,2019,
Management Engineering,MSCI 434,MSCI 434 - Supply Chain Management,62133 - Supply Chain Management,Technical University of Denmark ,2022,
Management Engineering,MSCI 434,MSCI 434 - Supply Chain Management,62133 - Supply Chain Management,Technical University of Denmark ,2022,
Management Engineering,MSCI 434,MSCI 434 - Supply Chain Management,62133 - Supply Chain Management,Technical University of Denmark ,2022,
Management Engineering,MSCI 436,MSCI 436 - Decision Support Systems,42879 - Decision Support and Strategic Assessment,Technical University of Denmark ,2022,
Management Engineering,MSCI 436,MSCI 436 - Decision Support Systems,42879 - Decision Support and Strategic Assessment,Technical University of Denmark ,2022,
Management Engineering,MSCI 436,MSCI 436 - Decision Support Systems,42879 - Decision Support and Strategic Assessment,Technical University of Denmark ,2022,
Management Engineering,MSCI 436,MSCI 436 - Decision Support Systems,42879 - Decision Support and Strategic Assessment,Technical University of Denmark ,2022,
Management Engineering,MSCI 444,MSCI 444 - Information Systems Analysis and Design,CS305 - Software Engineering,Ecole Polytechnique Fédérale de Lausanne ,2019,
Management Engineering,MSCI 444,MSCI 444 - Information Systems and Analysis,CS305 - Software Engineering,Ecole Polytechnique Fédérale de Lausanne ,2019,
Management Engineering,MSCI 445,MSCI 445 - Telecommunication Systems,COM208 - Computer Networks,Ecole Polytechnique Fédérale de Lausanne ,2019,
Management Engineering,MSCI 445,MSCI 445 - Telecommunication Systems,COM208 - Computer Networks,Ecole Polytechnique Fédérale de Lausanne ,2019,
Management Engineering,MSCI 445,MSCI 445 - Telecommunication Systems,COM 208 - Computer Networks,Ecole Polytechnique Fédérale de Lausanne ,2018,
Management Engineering,MSCI 446,MSCI 446 - Data Warehousing and Mining,CS 401 - Applied Data Analysis,Ecole Polytechnique Fédérale de Lausanne ,2018,
Mechanical Engineering,GENE 21M,GENE 21M - technical elective,MA3006 - Industrial Equipment Reliability*,Nanyang Technological University ,2020,
Mechanical Engineering,GENE 21M,GENE 21M - Advanced Materials for Design and Technology,ME43001 - Advanced Materials for Design and Technology,Hong Kong Polytechnical University ,2019,
Mechanical Engineering,GENE 21M,GENE 21M - Aircraft Systems,ME45002 - Aircraft Systems,Hong Kong Polytechnical University ,2019,
Mechanical Engineering,GENE 21M,GENE 21M - technical elective,MVKF15 - Introduction to Vehicle Systems,Lunds Universitet,2022,
Mechanical Engineering,GENE 21M,GENE 21M - technical elective,MMKF45 - Rapid Prototyping,Lunds Universitet,2022,
Mechanical Engineering,GENE 21M,GENE 21M - Waste Recycling and Treatment,Bau-STD-82 - Abfallverwertung und behandlung,Technische Universität Braunschweig ,2012,
